,Target,Date,Tweet Ago,Compound,Positive,Negative,Neutral,Text,Source
4,FoxNews,2017-12-01 18:50:19,5,-0.4588,0.0,0.364,0.636,".@prattprattpratt threatens 'potential predator' imposter, warns female fans https://t.co/qufDJl4Fu3","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
5,FoxNews,2017-12-01 18:34:25,6,0.0,0.0,0.0,1.0,"Former @FBI Director James @Comey tweeted a Bible verse regarding ""justice"" after news that former National Securit… https://t.co/NkSV5fE0Pv","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
6,FoxNews,2017-12-01 18:34:22,7,-0.5423,0.0,0.2,0.8,'Facts of Life' star Kim Fields reveals how she overcame the child star curse https://t.co/raxcUbDjS0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
7,FoxNews,2017-12-01 18:26:15,8,0.0,0.0,0.0,1.0,".@CortesSteve: ""We are still so far away from collusion and particularly any collusion that is tied directly to… https://t.co/sAVBpyuMFE","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
8,FoxNews,2017-12-01 18:16:17,9,-0.0516,0.169,0.182,0.649,Trump lawyer Ty Cobb responds to Mike Flynn guilty plea https://t.co/QLrm6NYyRr https://t.co/J0ioOdPzGU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
9,FoxNews,2017-12-01 18:10:35,10,-0.34,0.151,0.224,0.625,Zodiac Killer: Detectives hope DNA will unlock murderer's ID at last - via @CristinaCorbin https://t.co/4OLzbsIkyR,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
10,FoxNews,2017-12-01 18:08:39,11,-0.5859,0.0,0.242,0.758,Massive New York fire started by amateur bladesmith attempting to imitate History Channel's 'Forged in Fire' https://t.co/pG4KpOJjml,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
11,FoxNews,2017-12-01 18:06:49,12,-0.4215,0.0,0.219,0.781,James Comey tweets 'justice' Bible verse after Flynn pleads guilty https://t.co/Mn4a5YdOcj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
12,FoxNews,2017-12-01 17:55:36,13,0.6036,0.215,0.0,0.785,".@BillHemmer: ""Ty Cobb, the attorney, this past hour said nothing about the guilty plea or the charge implicates an… https://t.co/XDH6npWV2Q","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
13,FoxNews,2017-12-01 17:49:21,14,-0.5719,0.0,0.171,0.829,".@LisaMarieBoothe: ""We know that the FBI was dishonest about the documents... Comey testified under oath he was tol… https://t.co/RtwZU02vco","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
14,FoxNews,2017-12-01 17:48:20,15,0.0,0.0,0.0,1.0,"Clinton-Lynch tarmac meeting report triggered FBI hunt for leaker, new emails show https://t.co/tG57VQgUVG","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
15,FoxNews,2017-12-01 17:47:46,16,0.0,0.0,0.0,1.0,.@WaffleHouse customer cooks own meal as staffer sleeps https://t.co/VmphZ7hyR2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
16,FoxNews,2017-12-01 17:40:09,17,0.1531,0.127,0.0,0.873,"Last night, @larryelder slammed the verdict in the Kate Steinle trial. https://t.co/rhrTZiyAf0","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
17,FoxNews,2017-12-01 17:30:14,18,-0.4215,0.0,0.135,0.865,"Moments ago, @RepMaxineWaters tweeted her thoughts in the wake of General Mike Flynn pleading guilty to a single co… https://t.co/QSGSJmex2m","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
18,FoxNews,2017-12-01 17:26:46,19,0.0,0.0,0.0,1.0,".@SandraSmithFox: @SenateMajLdr tells @AP ""We have the votes"" for tax bill. https://t.co/E5dthviYcx","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
19,FoxNews,2017-12-01 17:26:33,20,0.4939,0.198,0.0,0.802,"White House confident they have votes to pass Senate GOP tax plan -@brookefoxnews
https://t.co/VpMg9OHJ1O","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
20,FoxNews,2017-12-01 19:03:57,21,0.1779,0.119,0.088,0.793,"""I'm anxious to hear General Flynn's full explanation of his contacts with the Russians. Clearly, he was willing to… https://t.co/fvNsolgbkB","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
21,FoxNews,2017-12-01 19:01:17,22,-0.34,0.0,0.098,0.902,"""The one individual that still seems to deny that this is not a major issue is Donald Trump, and I just kind of won… https://t.co/L61oI1KWXd","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
22,FoxNews,2017-12-01 18:58:14,23,0.5574,0.159,0.0,0.841,"""This is a story that you can't make it up. It's still remarkable to me..."" - Sen. @MarkWarner on Russia investigat… https://t.co/i7oO2tMiRL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
23,FoxNews,2017-12-01 18:56:19,24,0.0,0.0,0.0,1.0,"""This investigation is going to continue in its bipartisan fashion, and we're going to get the job done."" - Sen.… https://t.co/YTpikHFTOQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
24,FoxNews,2017-12-01 18:50:19,25,-0.4588,0.0,0.364,0.636,".@prattprattpratt threatens 'potential predator' imposter, warns female fans https://t.co/qufDJl4Fu3","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
25,FoxNews,2017-12-01 18:34:25,26,0.0,0.0,0.0,1.0,"Former @FBI Director James @Comey tweeted a Bible verse regarding ""justice"" after news that former National Securit… https://t.co/NkSV5fE0Pv","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
26,FoxNews,2017-12-01 18:34:22,27,-0.5423,0.0,0.2,0.8,'Facts of Life' star Kim Fields reveals how she overcame the child star curse https://t.co/raxcUbDjS0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
27,FoxNews,2017-12-01 18:26:15,28,0.0,0.0,0.0,1.0,".@CortesSteve: ""We are still so far away from collusion and particularly any collusion that is tied directly to… https://t.co/sAVBpyuMFE","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
28,FoxNews,2017-12-01 18:16:17,29,-0.0516,0.169,0.182,0.649,Trump lawyer Ty Cobb responds to Mike Flynn guilty plea https://t.co/QLrm6NYyRr https://t.co/J0ioOdPzGU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
29,FoxNews,2017-12-01 18:10:35,30,-0.34,0.151,0.224,0.625,Zodiac Killer: Detectives hope DNA will unlock murderer's ID at last - via @CristinaCorbin https://t.co/4OLzbsIkyR,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
30,FoxNews,2017-12-01 18:08:39,31,-0.5859,0.0,0.242,0.758,Massive New York fire started by amateur bladesmith attempting to imitate History Channel's 'Forged in Fire' https://t.co/pG4KpOJjml,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
31,FoxNews,2017-12-01 18:06:49,32,-0.4215,0.0,0.219,0.781,James Comey tweets 'justice' Bible verse after Flynn pleads guilty https://t.co/Mn4a5YdOcj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
32,FoxNews,2017-12-01 17:55:36,33,0.6036,0.215,0.0,0.785,".@BillHemmer: ""Ty Cobb, the attorney, this past hour said nothing about the guilty plea or the charge implicates an… https://t.co/XDH6npWV2Q","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
33,FoxNews,2017-12-01 17:49:21,34,-0.5719,0.0,0.171,0.829,".@LisaMarieBoothe: ""We know that the FBI was dishonest about the documents... Comey testified under oath he was tol… https://t.co/RtwZU02vco","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
34,FoxNews,2017-12-01 17:48:20,35,0.0,0.0,0.0,1.0,"Clinton-Lynch tarmac meeting report triggered FBI hunt for leaker, new emails show https://t.co/tG57VQgUVG","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
35,FoxNews,2017-12-01 17:47:46,36,0.0,0.0,0.0,1.0,.@WaffleHouse customer cooks own meal as staffer sleeps https://t.co/VmphZ7hyR2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
36,FoxNews,2017-12-01 17:40:09,37,0.1531,0.127,0.0,0.873,"Last night, @larryelder slammed the verdict in the Kate Steinle trial. https://t.co/rhrTZiyAf0","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
37,FoxNews,2017-12-01 17:30:14,38,-0.4215,0.0,0.135,0.865,"Moments ago, @RepMaxineWaters tweeted her thoughts in the wake of General Mike Flynn pleading guilty to a single co… https://t.co/QSGSJmex2m","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
38,FoxNews,2017-12-01 17:26:46,39,0.0,0.0,0.0,1.0,".@SandraSmithFox: @SenateMajLdr tells @AP ""We have the votes"" for tax bill. https://t.co/E5dthviYcx","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
39,FoxNews,2017-12-01 17:26:33,40,0.4939,0.198,0.0,0.802,"White House confident they have votes to pass Senate GOP tax plan -@brookefoxnews
https://t.co/VpMg9OHJ1O","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
40,FoxNews,2017-12-01 19:03:57,41,0.1779,0.119,0.088,0.793,"""I'm anxious to hear General Flynn's full explanation of his contacts with the Russians. Clearly, he was willing to… https://t.co/fvNsolgbkB","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
41,FoxNews,2017-12-01 19:01:17,42,-0.34,0.0,0.098,0.902,"""The one individual that still seems to deny that this is not a major issue is Donald Trump, and I just kind of won… https://t.co/L61oI1KWXd","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
42,FoxNews,2017-12-01 18:58:14,43,0.5574,0.159,0.0,0.841,"""This is a story that you can't make it up. It's still remarkable to me..."" - Sen. @MarkWarner on Russia investigat… https://t.co/i7oO2tMiRL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
43,FoxNews,2017-12-01 18:56:19,44,0.0,0.0,0.0,1.0,"""This investigation is going to continue in its bipartisan fashion, and we're going to get the job done."" - Sen.… https://t.co/YTpikHFTOQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
44,FoxNews,2017-12-01 18:50:19,45,-0.4588,0.0,0.364,0.636,".@prattprattpratt threatens 'potential predator' imposter, warns female fans https://t.co/qufDJl4Fu3","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
45,FoxNews,2017-12-01 18:34:25,46,0.0,0.0,0.0,1.0,"Former @FBI Director James @Comey tweeted a Bible verse regarding ""justice"" after news that former National Securit… https://t.co/NkSV5fE0Pv","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
46,FoxNews,2017-12-01 18:34:22,47,-0.5423,0.0,0.2,0.8,'Facts of Life' star Kim Fields reveals how she overcame the child star curse https://t.co/raxcUbDjS0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
47,FoxNews,2017-12-01 18:26:15,48,0.0,0.0,0.0,1.0,".@CortesSteve: ""We are still so far away from collusion and particularly any collusion that is tied directly to… https://t.co/sAVBpyuMFE","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
48,FoxNews,2017-12-01 18:16:17,49,-0.0516,0.169,0.182,0.649,Trump lawyer Ty Cobb responds to Mike Flynn guilty plea https://t.co/QLrm6NYyRr https://t.co/J0ioOdPzGU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
49,FoxNews,2017-12-01 18:10:35,50,-0.34,0.151,0.224,0.625,Zodiac Killer: Detectives hope DNA will unlock murderer's ID at last - via @CristinaCorbin https://t.co/4OLzbsIkyR,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
50,FoxNews,2017-12-01 18:08:39,51,-0.5859,0.0,0.242,0.758,Massive New York fire started by amateur bladesmith attempting to imitate History Channel's 'Forged in Fire' https://t.co/pG4KpOJjml,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
51,FoxNews,2017-12-01 18:06:49,52,-0.4215,0.0,0.219,0.781,James Comey tweets 'justice' Bible verse after Flynn pleads guilty https://t.co/Mn4a5YdOcj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
52,FoxNews,2017-12-01 17:55:36,53,0.6036,0.215,0.0,0.785,".@BillHemmer: ""Ty Cobb, the attorney, this past hour said nothing about the guilty plea or the charge implicates an… https://t.co/XDH6npWV2Q","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
53,FoxNews,2017-12-01 17:49:21,54,-0.5719,0.0,0.171,0.829,".@LisaMarieBoothe: ""We know that the FBI was dishonest about the documents... Comey testified under oath he was tol… https://t.co/RtwZU02vco","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
54,FoxNews,2017-12-01 17:48:20,55,0.0,0.0,0.0,1.0,"Clinton-Lynch tarmac meeting report triggered FBI hunt for leaker, new emails show https://t.co/tG57VQgUVG","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
55,FoxNews,2017-12-01 17:47:46,56,0.0,0.0,0.0,1.0,.@WaffleHouse customer cooks own meal as staffer sleeps https://t.co/VmphZ7hyR2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
56,FoxNews,2017-12-01 17:40:09,57,0.1531,0.127,0.0,0.873,"Last night, @larryelder slammed the verdict in the Kate Steinle trial. https://t.co/rhrTZiyAf0","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
57,FoxNews,2017-12-01 17:30:14,58,-0.4215,0.0,0.135,0.865,"Moments ago, @RepMaxineWaters tweeted her thoughts in the wake of General Mike Flynn pleading guilty to a single co… https://t.co/QSGSJmex2m","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
58,FoxNews,2017-12-01 17:26:46,59,0.0,0.0,0.0,1.0,".@SandraSmithFox: @SenateMajLdr tells @AP ""We have the votes"" for tax bill. https://t.co/E5dthviYcx","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
59,FoxNews,2017-12-01 17:26:33,60,0.4939,0.198,0.0,0.802,"White House confident they have votes to pass Senate GOP tax plan -@brookefoxnews
https://t.co/VpMg9OHJ1O","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
60,FoxNews,2017-12-01 19:03:57,61,0.1779,0.119,0.088,0.793,"""I'm anxious to hear General Flynn's full explanation of his contacts with the Russians. Clearly, he was willing to… https://t.co/fvNsolgbkB","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
61,FoxNews,2017-12-01 19:01:17,62,-0.34,0.0,0.098,0.902,"""The one individual that still seems to deny that this is not a major issue is Donald Trump, and I just kind of won… https://t.co/L61oI1KWXd","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
62,FoxNews,2017-12-01 18:58:14,63,0.5574,0.159,0.0,0.841,"""This is a story that you can't make it up. It's still remarkable to me..."" - Sen. @MarkWarner on Russia investigat… https://t.co/i7oO2tMiRL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
63,FoxNews,2017-12-01 18:56:19,64,0.0,0.0,0.0,1.0,"""This investigation is going to continue in its bipartisan fashion, and we're going to get the job done."" - Sen.… https://t.co/YTpikHFTOQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
64,FoxNews,2017-12-01 18:50:19,65,-0.4588,0.0,0.364,0.636,".@prattprattpratt threatens 'potential predator' imposter, warns female fans https://t.co/qufDJl4Fu3","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
65,FoxNews,2017-12-01 18:34:25,66,0.0,0.0,0.0,1.0,"Former @FBI Director James @Comey tweeted a Bible verse regarding ""justice"" after news that former National Securit… https://t.co/NkSV5fE0Pv","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
66,FoxNews,2017-12-01 18:34:22,67,-0.5423,0.0,0.2,0.8,'Facts of Life' star Kim Fields reveals how she overcame the child star curse https://t.co/raxcUbDjS0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
67,FoxNews,2017-12-01 18:26:15,68,0.0,0.0,0.0,1.0,".@CortesSteve: ""We are still so far away from collusion and particularly any collusion that is tied directly to… https://t.co/sAVBpyuMFE","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
68,FoxNews,2017-12-01 18:16:17,69,-0.0516,0.169,0.182,0.649,Trump lawyer Ty Cobb responds to Mike Flynn guilty plea https://t.co/QLrm6NYyRr https://t.co/J0ioOdPzGU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
69,FoxNews,2017-12-01 18:10:35,70,-0.34,0.151,0.224,0.625,Zodiac Killer: Detectives hope DNA will unlock murderer's ID at last - via @CristinaCorbin https://t.co/4OLzbsIkyR,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
70,FoxNews,2017-12-01 18:08:39,71,-0.5859,0.0,0.242,0.758,Massive New York fire started by amateur bladesmith attempting to imitate History Channel's 'Forged in Fire' https://t.co/pG4KpOJjml,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
71,FoxNews,2017-12-01 18:06:49,72,-0.4215,0.0,0.219,0.781,James Comey tweets 'justice' Bible verse after Flynn pleads guilty https://t.co/Mn4a5YdOcj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
72,FoxNews,2017-12-01 17:55:36,73,0.6036,0.215,0.0,0.785,".@BillHemmer: ""Ty Cobb, the attorney, this past hour said nothing about the guilty plea or the charge implicates an… https://t.co/XDH6npWV2Q","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
73,FoxNews,2017-12-01 17:49:21,74,-0.5719,0.0,0.171,0.829,".@LisaMarieBoothe: ""We know that the FBI was dishonest about the documents... Comey testified under oath he was tol… https://t.co/RtwZU02vco","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
74,FoxNews,2017-12-01 17:48:20,75,0.0,0.0,0.0,1.0,"Clinton-Lynch tarmac meeting report triggered FBI hunt for leaker, new emails show https://t.co/tG57VQgUVG","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
75,FoxNews,2017-12-01 17:47:46,76,0.0,0.0,0.0,1.0,.@WaffleHouse customer cooks own meal as staffer sleeps https://t.co/VmphZ7hyR2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
76,FoxNews,2017-12-01 17:40:09,77,0.1531,0.127,0.0,0.873,"Last night, @larryelder slammed the verdict in the Kate Steinle trial. https://t.co/rhrTZiyAf0","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
77,FoxNews,2017-12-01 17:30:14,78,-0.4215,0.0,0.135,0.865,"Moments ago, @RepMaxineWaters tweeted her thoughts in the wake of General Mike Flynn pleading guilty to a single co… https://t.co/QSGSJmex2m","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
78,FoxNews,2017-12-01 17:26:46,79,0.0,0.0,0.0,1.0,".@SandraSmithFox: @SenateMajLdr tells @AP ""We have the votes"" for tax bill. https://t.co/E5dthviYcx","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
79,FoxNews,2017-12-01 17:26:33,80,0.4939,0.198,0.0,0.802,"White House confident they have votes to pass Senate GOP tax plan -@brookefoxnews
https://t.co/VpMg9OHJ1O","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
80,FoxNews,2017-12-01 19:03:57,81,0.1779,0.119,0.088,0.793,"""I'm anxious to hear General Flynn's full explanation of his contacts with the Russians. Clearly, he was willing to… https://t.co/fvNsolgbkB","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
81,FoxNews,2017-12-01 19:01:17,82,-0.34,0.0,0.098,0.902,"""The one individual that still seems to deny that this is not a major issue is Donald Trump, and I just kind of won… https://t.co/L61oI1KWXd","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
82,FoxNews,2017-12-01 18:58:14,83,0.5574,0.159,0.0,0.841,"""This is a story that you can't make it up. It's still remarkable to me..."" - Sen. @MarkWarner on Russia investigat… https://t.co/i7oO2tMiRL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
83,FoxNews,2017-12-01 18:56:19,84,0.0,0.0,0.0,1.0,"""This investigation is going to continue in its bipartisan fashion, and we're going to get the job done."" - Sen.… https://t.co/YTpikHFTOQ","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
84,FoxNews,2017-12-01 18:50:19,85,-0.4588,0.0,0.364,0.636,".@prattprattpratt threatens 'potential predator' imposter, warns female fans https://t.co/qufDJl4Fu3","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
85,FoxNews,2017-12-01 18:34:25,86,0.0,0.0,0.0,1.0,"Former @FBI Director James @Comey tweeted a Bible verse regarding ""justice"" after news that former National Securit… https://t.co/NkSV5fE0Pv","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
86,FoxNews,2017-12-01 18:34:22,87,-0.5423,0.0,0.2,0.8,'Facts of Life' star Kim Fields reveals how she overcame the child star curse https://t.co/raxcUbDjS0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
87,FoxNews,2017-12-01 18:26:15,88,0.0,0.0,0.0,1.0,".@CortesSteve: ""We are still so far away from collusion and particularly any collusion that is tied directly to… https://t.co/sAVBpyuMFE","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
88,FoxNews,2017-12-01 18:16:17,89,-0.0516,0.169,0.182,0.649,Trump lawyer Ty Cobb responds to Mike Flynn guilty plea https://t.co/QLrm6NYyRr https://t.co/J0ioOdPzGU,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
89,FoxNews,2017-12-01 18:10:35,90,-0.34,0.151,0.224,0.625,Zodiac Killer: Detectives hope DNA will unlock murderer's ID at last - via @CristinaCorbin https://t.co/4OLzbsIkyR,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
90,FoxNews,2017-12-01 18:08:39,91,-0.5859,0.0,0.242,0.758,Massive New York fire started by amateur bladesmith attempting to imitate History Channel's 'Forged in Fire' https://t.co/pG4KpOJjml,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
91,FoxNews,2017-12-01 18:06:49,92,-0.4215,0.0,0.219,0.781,James Comey tweets 'justice' Bible verse after Flynn pleads guilty https://t.co/Mn4a5YdOcj,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
92,FoxNews,2017-12-01 17:55:36,93,0.6036,0.215,0.0,0.785,".@BillHemmer: ""Ty Cobb, the attorney, this past hour said nothing about the guilty plea or the charge implicates an… https://t.co/XDH6npWV2Q","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
93,FoxNews,2017-12-01 17:49:21,94,-0.5719,0.0,0.171,0.829,".@LisaMarieBoothe: ""We know that the FBI was dishonest about the documents... Comey testified under oath he was tol… https://t.co/RtwZU02vco","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
94,FoxNews,2017-12-01 17:48:20,95,0.0,0.0,0.0,1.0,"Clinton-Lynch tarmac meeting report triggered FBI hunt for leaker, new emails show https://t.co/tG57VQgUVG","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
95,FoxNews,2017-12-01 17:47:46,96,0.0,0.0,0.0,1.0,.@WaffleHouse customer cooks own meal as staffer sleeps https://t.co/VmphZ7hyR2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
96,FoxNews,2017-12-01 17:40:09,97,0.1531,0.127,0.0,0.873,"Last night, @larryelder slammed the verdict in the Kate Steinle trial. https://t.co/rhrTZiyAf0","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
97,FoxNews,2017-12-01 17:30:14,98,-0.4215,0.0,0.135,0.865,"Moments ago, @RepMaxineWaters tweeted her thoughts in the wake of General Mike Flynn pleading guilty to a single co… https://t.co/QSGSJmex2m","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
98,FoxNews,2017-12-01 17:26:46,99,0.0,0.0,0.0,1.0,".@SandraSmithFox: @SenateMajLdr tells @AP ""We have the votes"" for tax bill. https://t.co/E5dthviYcx","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
99,FoxNews,2017-12-01 17:26:33,100,0.4939,0.198,0.0,0.802,"White House confident they have votes to pass Senate GOP tax plan -@brookefoxnews
https://t.co/VpMg9OHJ1O","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"
0,nytimes,2017-12-01 19:00:21,1,-0.7269,0.0,0.289,0.711,"Around the U.S., many fast-growing metropolitan areas are facing a brutal shortage of affordable places to live https://t.co/mM62Qwy5c1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
1,nytimes,2017-12-01 18:45:10,2,-0.5423,0.0,0.212,0.788,"As a national conversation about harassment moves forward, journalistic gatekeepers are under the glare https://t.co/kMZ4V9d2cH","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
2,nytimes,2017-12-01 18:30:03,3,-0.1531,0.0,0.096,0.904,Senate Republicans made major last-minute changes to their bill that brought wavering senators on board https://t.co/4wqC8ma3VO,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
3,nytimes,2017-12-01 18:15:13,4,-0.34,0.0,0.13,0.87,"Secretary of State Rex Tillerson called reports that the White House wants him to resign “laughable"" https://t.co/WdO2QWkDR1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
4,nytimes,2017-12-01 18:00:15,5,-0.3182,0.0,0.108,0.892,A steady voice of moderation will be lost if Trump replaces Rex Tillerson at the State Department with Mike Pompeo https://t.co/7LAOymxynV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
5,nytimes,2017-12-01 17:50:04,6,-0.8555,0.0,0.344,0.656,A war criminal’s apparent suicide in court leaves a tribunal with one last mystery: How did he do it? https://t.co/iVgzqUIoqi,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
6,nytimes,2017-12-01 17:40:14,7,-0.4019,0.081,0.153,0.766,"RT @NYTObits: Vincent Scully, whose writings on architecture had a decisive influence in the 20th century, has died at 97 https://t.co/VwXB…","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
7,nytimes,2017-12-01 17:30:34,8,-0.3818,0.085,0.176,0.739,"The police badly mishandled an August white supremacist rally in Charlottesville, Virginia, a review found https://t.co/LFdV2KTtyo","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
8,nytimes,2017-12-01 17:16:10,9,0.4019,0.137,0.0,0.863,"“We have the votes,” Mitch McConnell said of the GOP tax bill, promising a Senate vote later today https://t.co/qIJorR6G7K","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"
